record_id,season,date,team,opponent,player,runs,balls,fours,sixes,strike_rate,wickets,overs_bowled,economy
436,2025,2022-11-04,Kolkata Knight Riders,Lucknow Super Giants,Rinku Singh,20,27,5,0,74.07,1,2.3,5.8
437,2025,2022-01-22,Delhi Capitals,Gujarat Titans,Anrich Nortje,21,60,5,0,35.0,0,2.8,8.28
438,2021,2022-07-12,Chennai Super Kings,Kolkata Knight Riders,Ravindra Jadeja,20,25,5,0,80.0,0,2.8,8.21
439,2024,2023-07-27,Rajasthan Royals,Lucknow Super Giants,Shimron Hetmyer,5,15,0,0,33.33,1,3.0,12.35
440,2021,2021-10-28,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,2,11,0,0,18.18,0,2.2,11.01
441,2021,2022-02-13,Chennai Super Kings,Rajasthan Royals,Devon Conway,20,10,5,0,200.0,0,3.2,8.57
442,2022,2021-05-29,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,10,7,2,0,142.86,1,2.4,11.82
443,2023,2025-02-27,Gujarat Titans,Punjab Kings,Sai Sudharsan,22,39,5,0,56.41,0,2.9,9.49
444,2025,2023-12-13,Gujarat Titans,Delhi Capitals,David Miller,29,39,1,4,74.36,0,2.2,6.38
445,2021,2023-03-06,Mumbai Indians,Lucknow Super Giants,Suryakumar Yadav,30,23,7,0,130.43,0,2.5,10.94
446,2023,2024-08-05,Mumbai Indians,Punjab Kings,Ishan Kishan,0,19,0,0,0.0,0,3.6,8.52
447,2022,2022-06-26,Royal Challengers Bangalore,Punjab Kings,Rajat Patidar,5,21,1,0,23.81,0,3.4,9.86
448,2023,2023-07-25,Delhi Capitals,Lucknow Super Giants,Axar Patel,4,17,1,0,23.53,0,2.9,9.89
449,2023,2023-01-17,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,2,6,0,0,33.33,0,1.3,7.25
450,2024,2022-02-03,Mumbai Indians,Delhi Capitals,Rohit Sharma,7,5,1,0,140.0,0,3.4,8.99
451,2023,2021-09-12,Punjab Kings,Mumbai Indians,Jitesh Sharma,96,58,2,0,165.52,0,2.2,9.33
452,2022,2021-04-26,Kolkata Knight Riders,Rajasthan Royals,Sunil Narine,24,12,3,2,200.0,1,2.3,10.81
453,2021,2021-10-10,Kolkata Knight Riders,Gujarat Titans,Varun Chakravarthy,26,38,6,0,68.42,0,1.9,7.66
454,2021,2022-09-01,Gujarat Titans,Lucknow Super Giants,Shubman Gill,38,35,3,4,108.57,1,3.6,6.86
455,2021,2021-05-01,Kolkata Knight Riders,Punjab Kings,Andre Russell,25,15,4,1,166.67,0,1.7,12.56
456,2025,2021-10-01,Punjab Kings,Royal Challengers Bangalore,Jitesh Sharma,10,20,2,0,50.0,0,2.0,12.57
457,2021,2022-02-10,Mumbai Indians,Sunrisers Hyderabad,Jasprit Bumrah,68,49,1,2,138.78,0,2.0,9.44
458,2023,2025-02-10,Punjab Kings,Kolkata Knight Riders,Shikhar Dhawan,22,29,2,2,75.86,1,2.5,8.53
459,2023,2024-06-04,Gujarat Titans,Punjab Kings,Sai Sudharsan,22,16,5,0,137.5,0,3.5,12.15
460,2025,2022-02-12,Royal Challengers Bangalore,Chennai Super Kings,Dinesh Karthik,37,33,4,3,112.12,0,3.3,9.05
461,2022,2022-08-03,Mumbai Indians,Sunrisers Hyderabad,Tilak Varma,46,25,1,6,184.0,0,3.0,11.02
462,2022,2023-07-19,Lucknow Super Giants,Delhi Capitals,Ayush Badoni,41,46,1,1,89.13,0,1.2,11.55
463,2022,2021-11-06,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,24,36,1,0,66.67,0,3.5,10.2
464,2025,2023-04-21,Lucknow Super Giants,Delhi Capitals,KL Rahul,38,19,1,0,200.0,2,1.6,8.93
465,2021,2024-05-17,Punjab Kings,Mumbai Indians,Jitesh Sharma,53,52,5,0,101.92,1,1.8,5.51
466,2021,2024-02-28,Delhi Capitals,Chennai Super Kings,David Warner,3,11,0,0,27.27,0,2.6,7.09
467,2022,2021-11-03,Gujarat Titans,Lucknow Super Giants,Rahul Tewatia,81,54,9,5,150.0,0,3.1,8.45
468,2021,2023-07-02,Royal Challengers Bangalore,Kolkata Knight Riders,Dinesh Karthik,43,37,10,0,116.22,0,2.8,12.29
469,2023,2023-07-24,Gujarat Titans,Rajasthan Royals,David Miller,81,53,6,5,152.83,0,2.7,6.83
470,2025,2023-10-04,Delhi Capitals,Sunrisers Hyderabad,Prithvi Shaw,0,30,0,0,0.0,0,2.6,12.75
471,2023,2022-06-14,Mumbai Indians,Rajasthan Royals,Suryakumar Yadav,40,59,0,4,67.8,2,2.5,9.54
472,2025,2023-10-30,Royal Challengers Bangalore,Chennai Super Kings,Virat Kohli,9,27,2,0,33.33,0,2.7,6.97
473,2023,2022-06-20,Chennai Super Kings,Punjab Kings,Devon Conway,9,51,2,0,17.65,0,3.5,10.44
474,2025,2025-05-06,Chennai Super Kings,Rajasthan Royals,Ruturaj Gaikwad,73,56,6,1,130.36,1,3.8,7.74
475,2024,2024-11-27,Sunrisers Hyderabad,Chennai Super Kings,Travis Head,77,59,0,6,130.51,0,2.6,7.63
476,2025,2025-02-28,Royal Challengers Bangalore,Sunrisers Hyderabad,Dinesh Karthik,9,19,0,1,47.37,3,3.3,9.57
477,2021,2023-06-17,Kolkata Knight Riders,Punjab Kings,Andre Russell,4,14,1,0,28.57,0,3.2,9.37
478,2023,2023-09-07,Chennai Super Kings,Punjab Kings,Devon Conway,89,54,2,2,164.81,0,1.6,8.2
479,2025,2024-03-09,Kolkata Knight Riders,Lucknow Super Giants,Venkatesh Iyer,15,20,1,1,75.0,1,2.0,12.22
480,2021,2023-04-19,Chennai Super Kings,Punjab Kings,Shivam Dube,12,27,3,0,44.44,0,1.1,7.52
481,2023,2022-01-24,Lucknow Super Giants,Punjab Kings,Krunal Pandya,5,33,1,0,15.15,0,1.5,10.74
482,2021,2024-09-23,Chennai Super Kings,Mumbai Indians,MS Dhoni,18,64,4,0,28.12,0,3.4,7.52
483,2024,2024-04-06,Mumbai Indians,Sunrisers Hyderabad,Suryakumar Yadav,13,18,3,0,72.22,0,2.9,12.74
484,2021,2022-09-06,Sunrisers Hyderabad,Lucknow Super Giants,Abhishek Sharma,1,15,0,0,6.67,1,2.9,5.6
485,2021,2022-10-08,Chennai Super Kings,Punjab Kings,Deepak Chahar,84,47,5,1,178.72,0,3.6,10.14
486,2022,2021-10-21,Sunrisers Hyderabad,Lucknow Super Giants,Pat Cummins,40,62,7,1,64.52,0,2.5,8.68
487,2021,2022-12-16,Mumbai Indians,Delhi Capitals,Tilak Varma,31,26,6,1,119.23,0,3.1,7.9
488,2023,2021-08-05,Kolkata Knight Riders,Lucknow Super Giants,Andre Russell,32,45,6,0,71.11,2,3.8,6.91
489,2023,2025-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Abhishek Sharma,33,29,8,0,113.79,0,2.7,8.44
490,2023,2024-04-15,Lucknow Super Giants,Rajasthan Royals,Marcus Stoinis,6,13,1,0,46.15,0,3.1,6.74
491,2022,2023-08-29,Delhi Capitals,Lucknow Super Giants,David Warner,98,63,2,2,155.56,0,2.7,12.41
492,2021,2025-04-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Faf du Plessis,12,6,3,0,200.0,2,1.9,10.87
493,2023,2021-12-26,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,1,16,0,0,6.25,0,2.8,9.73
494,2022,2025-02-08,Mumbai Indians,Sunrisers Hyderabad,Rohit Sharma,61,54,2,7,112.96,0,2.1,11.68
495,2024,2022-05-01,Punjab Kings,Royal Challengers Bangalore,Liam Livingstone,2,19,0,0,10.53,2,3.9,6.89
496,2022,2023-09-17,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,78,60,7,5,130.0,1,3.7,8.45
497,2021,2023-01-01,Lucknow Super Giants,Sunrisers Hyderabad,Ravi Bishnoi,39,30,9,0,130.0,0,2.4,11.49
498,2021,2023-06-20,Kolkata Knight Riders,Lucknow Super Giants,Venkatesh Iyer,5,52,1,0,9.62,0,2.9,5.57
499,2023,2022-11-07,Punjab Kings,Sunrisers Hyderabad,Jitesh Sharma,21,34,5,0,61.76,0,1.2,9.13
500,2022,2025-04-19,Punjab Kings,Gujarat Titans,Shikhar Dhawan,14,37,2,1,37.84,0,2.0,5.3
 501,2024,2021-10-02,Lucknow Super Giants,Kolkata Knight Riders,Marcus Stoinis,20,21,5,0,95.24,0,1.4,6.07
502,2024,2025-03-19,Rajasthan Royals,Chennai Super Kings,Ravichandran Ashwin,46,29,8,2,158.62,0,2.1,11.04
503,2023,2022-01-22,Lucknow Super Giants,Royal Challengers Bangalore,Nicholas Pooran,3,16,0,0,18.75,0,3.3,8.59
504,2022,2021-04-08,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,32,44,0,5,72.73,0,2.5,11.34
505,2025,2024-07-19,Punjab Kings,Kolkata Knight Riders,Liam Livingstone,60,47,7,5,127.66,0,2.8,5.25
506,2025,2021-07-10,Delhi Capitals,Lucknow Super Giants,David Warner,9,16,0,1,56.25,0,3.6,10.27
507,2025,2021-07-10,Delhi Capitals,Sunrisers Hyderabad,Rishabh Pant,13,11,2,0,118.18,0,2.8,10.46
508,2025,2023-10-20,Lucknow Super Giants,Gujarat Titans,Nicholas Pooran,74,52,5,0,142.31,0,1.9,8.0
509,2024,2021-08-11,Chennai Super Kings,Punjab Kings,Devon Conway,30,23,2,1,130.43,0,1.8,9.21
510,2025,2021-07-29,Kolkata Knight Riders,Delhi Capitals,Venkatesh Iyer,18,11,4,0,163.64,0,3.1,12.3
511,2023,2024-03-12,Sunrisers Hyderabad,Rajasthan Royals,Heinrich Klaasen,79,41,5,2,192.68,0,2.5,10.74
512,2024,2022-07-21,Punjab Kings,Royal Challengers Bangalore,Arshdeep Singh,37,50,3,0,74.0,0,2.4,11.26
513,2022,2021-07-03,Lucknow Super Giants,Sunrisers Hyderabad,Marcus Stoinis,22,26,5,0,84.62,0,1.6,7.34
514,2021,2024-05-01,Delhi Capitals,Rajasthan Royals,Kuldeep Yadav,49,25,0,1,196.0,0,2.0,10.71
515,2025,2023-02-06,Mumbai Indians,Kolkata Knight Riders,Suryakumar Yadav,43,58,10,0,74.14,2,3.4,10.11
516,2024,2023-02-16,Royal Challengers Bangalore,Gujarat Titans,Dinesh Karthik,52,34,0,4,152.94,0,3.0,9.42
517,2021,2021-08-14,Kolkata Knight Riders,Sunrisers Hyderabad,Andre Russell,8,14,0,1,57.14,3,2.9,11.6
518,2025,2024-08-01,Lucknow Super Giants,Sunrisers Hyderabad,Nicholas Pooran,24,12,4,1,200.0,0,1.8,5.86
519,2022,2022-06-17,Rajasthan Royals,Gujarat Titans,Yashasvi Jaiswal,38,38,2,1,100.0,0,1.1,6.74
520,2021,2023-12-15,Punjab Kings,Lucknow Super Giants,Shikhar Dhawan,64,62,2,3,103.23,0,2.5,11.84
521,2023,2024-02-22,Rajasthan Royals,Royal Challengers Bangalore,Sanju Samson,16,48,3,0,33.33,0,3.1,9.17
522,2021,2024-07-31,Delhi Capitals,Mumbai Indians,Anrich Nortje,11,60,2,0,18.33,1,1.3,11.02
523,2023,2022-06-04,Mumbai Indians,Rajasthan Royals,Jasprit Bumrah,12,25,3,0,48.0,0,2.0,8.55
524,2021,2022-10-13,Delhi Capitals,Royal Challengers Bangalore,David Warner,0,12,0,0,0.0,0,2.1,7.62
525,2022,2021-08-24,Delhi Capitals,Kolkata Knight Riders,David Warner,39,24,5,3,162.5,0,1.1,12.07
526,2021,2021-09-24,Chennai Super Kings,Punjab Kings,Ruturaj Gaikwad,50,32,2,7,156.25,0,1.9,11.41
527,2025,2021-12-26,Chennai Super Kings,Gujarat Titans,Devon Conway,14,10,1,1,140.0,0,2.9,11.03
528,2024,2024-09-15,Kolkata Knight Riders,Delhi Capitals,Rinku Singh,23,21,5,0,109.52,0,3.0,11.19
529,2023,2021-08-12,Punjab Kings,Gujarat Titans,Shikhar Dhawan,14,35,3,0,40.0,0,1.5,11.04
530,2025,2021-10-28,Lucknow Super Giants,Royal Challengers Bangalore,Krunal Pandya,52,30,1,5,173.33,0,1.2,7.5
531,2024,2024-09-23,Sunrisers Hyderabad,Punjab Kings,Travis Head,35,20,2,4,175.0,0,2.0,11.39
532,2025,2023-03-02,Sunrisers Hyderabad,Punjab Kings,Bhuvneshwar Kumar,30,39,2,1,76.92,1,3.1,11.56
533,2021,2024-05-11,Lucknow Super Giants,Punjab Kings,Ayush Badoni,14,11,2,1,127.27,2,1.2,6.03
534,2025,2024-11-11,Sunrisers Hyderabad,Rajasthan Royals,Aiden Markram,7,47,1,0,14.89,1,3.7,12.06
535,2021,2024-03-24,Royal Challengers Bangalore,Kolkata Knight Riders,Rajat Patidar,24,23,6,0,104.35,0,3.0,7.61
536,2025,2023-03-07,Delhi Capitals,Punjab Kings,Anrich Nortje,18,10,0,3,180.0,1,3.6,5.67
537,2025,2024-05-21,Mumbai Indians,Chennai Super Kings,Jasprit Bumrah,45,57,1,4,78.95,1,1.7,10.54
538,2024,2023-05-22,Rajasthan Royals,Punjab Kings,Shimron Hetmyer,27,32,6,0,84.38,0,1.6,8.12
539,2023,2025-01-02,Sunrisers Hyderabad,Royal Challengers Bangalore,Heinrich Klaasen,4,13,0,0,30.77,0,1.4,11.93
540,2024,2024-11-06,Royal Challengers Bangalore,Chennai Super Kings,Faf du Plessis,53,56,7,4,94.64,0,2.4,8.42
541,2024,2022-04-16,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,0,32,0,0,0.0,1,1.7,9.01
542,2024,2021-06-17,Gujarat Titans,Rajasthan Royals,Shubman Gill,61,41,5,1,148.78,0,3.9,5.81
543,2025,2021-09-08,Delhi Capitals,Gujarat Titans,Kuldeep Yadav,11,38,2,0,28.95,0,3.0,10.28
544,2025,2021-07-18,Lucknow Super Giants,Delhi Capitals,Krunal Pandya,43,62,8,0,69.35,0,2.5,8.77
545,2023,2022-11-14,Sunrisers Hyderabad,Rajasthan Royals,Heinrich Klaasen,1,15,0,0,6.67,1,2.7,5.67
546,2024,2021-07-15,Lucknow Super Giants,Royal Challengers Bangalore,Krunal Pandya,37,47,9,0,78.72,0,1.2,9.04
547,2023,2022-10-28,Delhi Capitals,Royal Challengers Bangalore,Kuldeep Yadav,16,22,0,1,72.73,0,3.7,10.82
548,2024,2025-03-06,Rajasthan Royals,Royal Challengers Bangalore,Yashasvi Jaiswal,31,20,2,0,155.0,0,1.3,6.3
549,2022,2022-08-01,Punjab Kings,Sunrisers Hyderabad,Sam Curran,56,47,10,2,119.15,0,3.2,7.82
550,2023,2023-11-07,Chennai Super Kings,Mumbai Indians,MS Dhoni,30,30,4,2,100.0,1,3.3,9.25
551,2024,2022-01-23,Sunrisers Hyderabad,Gujarat Titans,Heinrich Klaasen,55,38,0,4,144.74,2,2.3,10.36
552,2025,2024-10-27,Mumbai Indians,Royal Challengers Bangalore,Tilak Varma,54,27,6,4,200.0,0,1.8,5.95
553,2025,2022-08-09,Sunrisers Hyderabad,Gujarat Titans,Pat Cummins,86,51,9,3,168.63,0,3.0,12.75
554,2023,2021-04-18,Gujarat Titans,Mumbai Indians,Mohammed Shami,8,58,0,1,13.79,0,1.3,8.59
555,2022,2021-06-09,Delhi Capitals,Rajasthan Royals,David Warner,9,6,1,0,150.0,2,3.0,11.55
556,2025,2024-08-21,Chennai Super Kings,Royal Challengers Bangalore,Ruturaj Gaikwad,12,13,3,0,92.31,1,3.1,7.13
557,2024,2023-08-23,Chennai Super Kings,Gujarat Titans,Ravindra Jadeja,85,49,5,4,173.47,0,1.2,11.11
558,2024,2022-09-11,Sunrisers Hyderabad,Rajasthan Royals,Abhishek Sharma,33,57,2,4,57.89,0,3.9,6.73
559,2024,2022-01-20,Royal Challengers Bangalore,Gujarat Titans,Virat Kohli,55,39,3,1,141.03,2,3.1,5.98
560,2021,2021-05-09,Chennai Super Kings,Rajasthan Royals,Shivam Dube,63,62,2,0,101.61,2,3.0,7.22
561,2023,2025-03-20,Sunrisers Hyderabad,Mumbai Indians,Bhuvneshwar Kumar,98,65,7,7,150.77,0,3.5,11.14
562,2021,2023-05-28,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,61,49,1,5,124.49,0,1.9,5.62
563,2021,2021-09-12,Rajasthan Royals,Lucknow Super Giants,Yashasvi Jaiswal,58,58,4,3,100.0,0,1.1,8.12
564,2022,2024-10-13,Delhi Capitals,Punjab Kings,Rishabh Pant,45,49,7,1,91.84,1,2.3,6.64
565,2021,2024-07-28,Kolkata Knight Riders,Mumbai Indians,Varun Chakravarthy,31,20,6,1,155.0,1,2.9,9.0
566,2024,2021-07-24,Mumbai Indians,Chennai Super Kings,Ishan Kishan,50,26,0,6,192.31,0,3.4,10.27
567,2024,2024-06-30,Gujarat Titans,Royal Challengers Bangalore,Mohammed Shami,4,19,0,0,21.05,0,1.1,12.09
568,2025,2024-11-19,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,0,13,0,0,0.0,2,3.5,5.94
569,2025,2021-11-20,Royal Challengers Bangalore,Chennai Super Kings,Virat Kohli,28,36,1,3,77.78,0,3.4,12.66
570,2024,2024-06-23,Rajasthan Royals,Chennai Super Kings,Trent Boult,17,39,4,0,43.59,1,2.8,7.75
571,2021,2022-03-11,Delhi Capitals,Royal Challengers Bangalore,Prithvi Shaw,47,49,8,2,95.92,0,3.8,5.51
572,2021,2021-05-03,Lucknow Super Giants,Sunrisers Hyderabad,Nicholas Pooran,62,61,1,0,101.64,0,3.8,10.57
573,2025,2023-12-01,Delhi Capitals,Punjab Kings,Anrich Nortje,16,49,3,0,32.65,0,2.6,8.33
574,2022,2022-04-04,Lucknow Super Giants,Mumbai Indians,Krunal Pandya,63,50,9,1,126.0,0,3.3,7.84
575,2021,2021-11-27,Gujarat Titans,Kolkata Knight Riders,Sai Sudharsan,12,38,3,0,31.58,1,4.0,9.06
576,2024,2022-05-02,Kolkata Knight Riders,Rajasthan Royals,Shreyas Iyer,4,12,1,0,33.33,0,1.5,12.21
577,2021,2023-09-08,Rajasthan Royals,Delhi Capitals,Jos Buttler,21,21,5,0,100.0,0,3.2,12.23
578,2022,2024-02-19,Royal Challengers Bangalore,Mumbai Indians,Rajat Patidar,2,12,0,0,16.67,0,2.0,6.71
579,2023,2022-07-11,Kolkata Knight Riders,Chennai Super Kings,Andre Russell,7,11,1,0,63.64,0,1.7,8.78
580,2024,2022-06-17,Mumbai Indians,Punjab Kings,Suryakumar Yadav,78,64,7,2,121.88,0,1.4,10.67
581,2023,2021-12-17,Delhi Capitals,Kolkata Knight Riders,Axar Patel,11,7,2,0,157.14,0,1.3,8.74
582,2024,2022-11-26,Royal Challengers Bangalore,Sunrisers Hyderabad,Faf du Plessis,20,43,5,0,46.51,0,2.7,6.95
583,2024,2024-07-25,Gujarat Titans,Punjab Kings,Sai Sudharsan,59,35,4,0,168.57,1,3.2,7.07
584,2023,2022-01-31,Sunrisers Hyderabad,Kolkata Knight Riders,Bhuvneshwar Kumar,73,63,0,6,115.87,3,1.1,8.78
585,2025,2023-06-17,Mumbai Indians,Punjab Kings,Tilak Varma,12,35,3,0,34.29,0,2.7,5.29
586,2024,2022-11-27,Kolkata Knight Riders,Royal Challengers Bangalore,Andre Russell,5,20,0,0,25.0,0,1.5,8.69
587,2025,2023-11-06,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,17,54,4,0,31.48,1,2.1,8.73
588,2021,2023-02-11,Chennai Super Kings,Punjab Kings,Deepak Chahar,4,38,1,0,10.53,1,3.1,9.86
589,2025,2023-02-17,Kolkata Knight Riders,Chennai Super Kings,Venkatesh Iyer,7,52,1,0,13.46,1,1.3,7.98
590,2025,2022-03-25,Mumbai Indians,Sunrisers Hyderabad,Ishan Kishan,71,46,1,3,154.35,0,2.0,9.3
591,2024,2022-07-06,Lucknow Super Giants,Kolkata Knight Riders,Ravi Bishnoi,22,25,4,1,88.0,0,1.2,7.82
592,2024,2023-11-19,Gujarat Titans,Lucknow Super Giants,Shubman Gill,68,50,10,4,136.0,0,2.1,10.32
593,2021,2021-09-12,Kolkata Knight Riders,Gujarat Titans,Shreyas Iyer,57,30,2,4,190.0,2,1.2,6.45
594,2021,2022-05-24,Royal Challengers Bangalore,Gujarat Titans,Faf du Plessis,2,38,0,0,5.26,2,2.6,6.2
595,2023,2024-11-11,Sunrisers Hyderabad,Gujarat Titans,Pat Cummins,4,6,1,0,66.67,0,3.4,11.55
596,2025,2023-03-04,Rajasthan Royals,Punjab Kings,Ravichandran Ashwin,82,46,5,7,178.26,0,3.1,11.6
597,2024,2021-12-27,Punjab Kings,Delhi Capitals,Arshdeep Singh,39,62,2,4,62.9,0,2.1,7.39
598,2021,2023-10-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Glenn Maxwell,19,15,2,1,126.67,0,1.5,10.58
599,2022,2021-06-24,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,36,25,2,4,144.0,0,1.6,9.47
600,2021,2023-05-04,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,20,33,5,0,60.61,0,1.1,12.28
601,2022,2021-04-09,Punjab Kings,Rajasthan Royals,Liam Livingstone,69,52,8,5,132.69,0,1.9,12.01
602,2025,2025-02-10,Royal Challengers Bangalore,Gujarat Titans,Glenn Maxwell,23,12,5,0,191.67,0,2.7,7.54
603,2024,2023-04-02,Lucknow Super Giants,Kolkata Knight Riders,Marcus Stoinis,10,10,0,1,100.0,0,1.7,12.31
604,2023,2024-04-07,Kolkata Knight Riders,Mumbai Indians,Shreyas Iyer,57,59,10,1,96.61,3,2.2,8.93
605,2025,2024-12-26,Lucknow Super Giants,Gujarat Titans,KL Rahul,25,28,2,2,89.29,0,2.1,7.36
606,2023,2021-09-27,Delhi Capitals,Gujarat Titans,Kuldeep Yadav,28,18,6,0,155.56,0,3.4,12.57
607,2024,2024-08-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Bhuvneshwar Kumar,4,10,1,0,40.0,0,3.6,12.7
608,2021,2021-04-14,Lucknow Super Giants,Sunrisers Hyderabad,KL Rahul,40,31,4,4,129.03,0,2.4,9.52
609,2022,2022-11-14,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,62,40,0,4,155.0,1,1.9,9.45
610,2024,2022-02-10,Kolkata Knight Riders,Mumbai Indians,Shreyas Iyer,19,21,4,0,90.48,0,3.0,7.39
611,2022,2021-12-01,Punjab Kings,Kolkata Knight Riders,Shikhar Dhawan,35,53,7,1,66.04,0,2.1,8.85
612,2024,2021-12-01,Delhi Capitals,Gujarat Titans,Anrich Nortje,32,28,8,0,114.29,1,1.5,5.64
613,2023,2022-03-01,Punjab Kings,Royal Challengers Bangalore,Jitesh Sharma,8,8,2,0,100.0,0,3.9,5.57
614,2023,2022-05-02,Gujarat Titans,Chennai Super Kings,Rashid Khan,80,54,2,1,148.15,0,1.5,7.65
615,2023,2025-02-28,Delhi Capitals,Rajasthan Royals,Anrich Nortje,46,49,1,5,93.88,1,1.0,9.14
616,2023,2022-02-28,Punjab Kings,Sunrisers Hyderabad,Jitesh Sharma,6,11,1,0,54.55,1,3.4,9.45
617,2025,2021-11-20,Gujarat Titans,Lucknow Super Giants,Mohammed Shami,29,31,1,1,93.55,1,3.8,8.84
618,2023,2024-08-06,Rajasthan Royals,Royal Challengers Bangalore,Shimron Hetmyer,43,38,2,4,113.16,0,3.4,6.89
619,2022,2022-06-04,Kolkata Knight Riders,Rajasthan Royals,Rinku Singh,2,13,0,0,15.38,0,3.3,10.96
620,2021,2024-12-12,Kolkata Knight Riders,Chennai Super Kings,Shreyas Iyer,7,37,1,0,18.92,2,1.1,7.49
621,2021,2022-05-26,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,25,42,2,2,59.52,0,1.4,10.87
622,2023,2022-02-23,Lucknow Super Giants,Rajasthan Royals,Ayush Badoni,64,59,9,3,108.47,0,1.2,11.43
623,2021,2022-04-28,Gujarat Titans,Kolkata Knight Riders,Mohammed Shami,10,23,2,0,43.48,3,1.3,6.83
624,2025,2024-07-21,Punjab Kings,Rajasthan Royals,Kagiso Rabada,28,16,7,0,175.0,0,2.1,8.09
625,2022,2021-11-18,Gujarat Titans,Kolkata Knight Riders,Rahul Tewatia,40,53,1,6,75.47,0,1.4,10.99
626,2023,2023-02-01,Gujarat Titans,Mumbai Indians,Shubman Gill,14,36,3,0,38.89,0,3.2,10.42
627,2024,2022-11-17,Kolkata Knight Riders,Lucknow Super Giants,Sunil Narine,54,59,3,1,91.53,1,3.4,12.34
628,2023,2024-01-02,Royal Challengers Bangalore,Mumbai Indians,Mohammed Siraj,13,48,3,0,27.08,0,3.0,6.11
629,2024,2022-03-12,Sunrisers Hyderabad,Chennai Super Kings,Pat Cummins,11,9,2,0,122.22,0,3.5,8.27
630,2022,2025-04-01,Sunrisers Hyderabad,Gujarat Titans,Heinrich Klaasen,74,54,9,4,137.04,1,3.4,12.37
631,2023,2024-02-12,Punjab Kings,Sunrisers Hyderabad,Sam Curran,9,22,2,0,40.91,0,2.5,6.95
632,2022,2021-07-18,Mumbai Indians,Royal Challengers Bangalore,Jasprit Bumrah,8,58,2,0,13.79,3,2.1,10.36
633,2022,2024-12-14,Delhi Capitals,Chennai Super Kings,Rishabh Pant,66,53,7,6,124.53,0,3.0,8.93
634,2023,2024-04-24,Gujarat Titans,Rajasthan Royals,Rashid Khan,12,6,0,2,200.0,1,1.4,8.62
635,2024,2021-06-07,Punjab Kings,Gujarat Titans,Shikhar Dhawan,19,16,2,1,118.75,0,1.9,8.16
636,2021,2024-05-09,Lucknow Super Giants,Punjab Kings,Ravi Bishnoi,69,48,9,5,143.75,0,3.6,9.05
637,2024,2023-05-14,Delhi Capitals,Gujarat Titans,Kuldeep Yadav,86,44,5,4,195.45,0,1.1,5.54
638,2023,2023-02-28,Rajasthan Royals,Mumbai Indians,Trent Boult,6,29,1,0,20.69,3,2.2,5.63
639,2022,2022-12-31,Kolkata Knight Riders,Delhi Capitals,Varun Chakravarthy,10,42,1,1,23.81,0,1.5,9.29
640,2021,2024-02-19,Punjab Kings,Sunrisers Hyderabad,Arshdeep Singh,53,62,4,0,85.48,0,2.8,12.69
641,2024,2024-06-16,Lucknow Super Giants,Sunrisers Hyderabad,Ayush Badoni,15,11,1,1,136.36,0,2.5,11.01
642,2023,2023-09-10,Royal Challengers Bangalore,Rajasthan Royals,Glenn Maxwell,31,17,7,0,182.35,1,2.6,7.38
643,2021,2024-10-01,Delhi Capitals,Punjab Kings,David Warner,11,52,2,0,21.15,0,1.8,9.5
644,2025,2023-03-13,Punjab Kings,Sunrisers Hyderabad,Liam Livingstone,9,55,2,0,16.36,0,1.9,10.24
645,2023,2022-08-28,Kolkata Knight Riders,Punjab Kings,Sunil Narine,65,44,7,2,147.73,1,2.9,9.12
646,2022,2024-12-14,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,95,57,7,4,166.67,2,2.6,9.87
647,2024,2022-05-16,Lucknow Super Giants,Mumbai Indians,Krunal Pandya,29,28,2,3,103.57,0,3.1,7.48
648,2024,2024-10-20,Sunrisers Hyderabad,Rajasthan Royals,Abhishek Sharma,26,18,4,1,144.44,0,1.8,9.77
649,2024,2022-04-29,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,3,6,0,0,50.0,0,4.0,8.41
650,2021,2022-01-05,Kolkata Knight Riders,Royal Challengers Bangalore,Andre Russell,4,6,1,0,66.67,0,1.1,10.69
651,2021,2024-08-15,Mumbai Indians,Royal Challengers Bangalore,Ishan Kishan,4,24,1,0,16.67,0,3.7,8.22
652,2022,2024-01-20,Kolkata Knight Riders,Chennai Super Kings,Venkatesh Iyer,15,64,3,0,23.44,0,1.3,9.76
