match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M014,1,3,3,UT054,UT283,UT053,0,0,0,0
M014,1,3,4,UT053,UT283,UT054,2,0,2,0
M014,1,3,5,UT054,UT283,UT053,1,0,1,0
M014,1,3,6,UT053,UT283,UT054,0,0,0,1
M014,1,4,1,UT053,UT284,UT054,6,0,6,0
M014,1,4,2,UT054,UT284,UT053,0,0,0,0
M014,1,4,3,UT053,UT284,UT054,4,0,4,0
M014,1,4,4,UT054,UT284,UT053,1,0,1,0
M014,1,4,5,UT053,UT284,UT054,2,0,2,0
M014,1,4,6,UT054,UT284,UT053,0,0,0,0
M014,1,5,1,UT054,UT285,UT053,4,0,4,0
M014,1,5,2,UT053,UT285,UT054,1,0,1,0
M014,1,5,3,UT054,UT285,UT053,0,0,0,0
M014,1,5,4,UT053,UT285,UT054,6,0,6,0
M014,1,5,5,UT054,UT285,UT053,2,0,2,0
M014,1,5,6,UT053,UT285,UT054,0,0,0,0
M014,1,6,1,UT053,UT286,UT054,1,0,1,0
M014,1,6,2,UT054,UT286,UT053,4,0,4,0
M014,1,6,3,UT053,UT286,UT054,0,0,0,0
M014,1,6,4,UT054,UT286,UT053,2,0,2,0
M014,1,6,5,UT053,UT286,UT054,6,0,6,0
M014,1,6,6,UT054,UT286,UT053,0,0,0,0
M014,2,1,1,UT055,UT291,UT056,1,0,1,0
M014,2,1,2,UT056,UT291,UT055,4,0,4,0
M014,2,1,3,UT055,UT291,UT056,0,0,0,0
M014,2,1,4,UT056,UT291,UT055,6,0,6,0
M014,2,1,5,UT055,UT291,UT056,2,0,2,0
M014,2,1,6,UT056,UT291,UT055,0,0,0,0
M014,2,2,1,UT055,UT292,UT056,4,0,4,0
M014,2,2,2,UT056,UT292,UT055,1,0,1,0
M014,2,2,3,UT055,UT292,UT056,0,0,0,0
M014,2,2,4,UT056,UT292,UT055,2,0,2,0
M014,2,2,5,UT055,UT292,UT056,6,0,6,0
M014,2,2,6,UT056,UT292,UT055,0,1,1,0
M014,2,3,1,UT056,UT293,UT055,1,0,1,0
M014,2,3,2,UT055,UT293,UT056,4,0,4,0
M014,2,3,3,UT056,UT293,UT055,0,0,0,0
M014,2,3,4,UT055,UT293,UT056,2,0,2,0
M014,2,3,5,UT056,UT293,UT055,1,0,1,0
M014,2,3,6,UT055,UT293,UT056,0,0,0,1
M014,2,4,1,UT055,UT294,UT056,6,0,6,0
M014,2,4,2,UT056,UT294,UT055,0,0,0,0
M014,2,4,3,UT055,UT294,UT056,4,0,4,0
M014,2,4,4,UT056,UT294,UT055,1,0,1,0
